raw,clean_text,clean_token
"Wow! This place was so amazing. I went to this place like 20 minutes from Kata Beach by motorcycle. And when you arrived, you have to hike around 20-25 minute to reaching the top of this beautiful spot. also don’t forget to bring some water, because it’s quite tired and please keep this place clean!!! I warned you guys.","wow this place was so amazing. i went to this place like minutes from kata beach by motorcycle. and when you arrived, you have to hike around minute to reaching the top of this beautiful spot. also do not forget to bring some water, because it is quite tired and please keep this place clean i warned you guys.","['wow', 'this', 'place', 'was', 'so', 'amazing', '.', 'i', 'went', 'to', 'this', 'place', 'like', 'minutes', 'from', 'kata', 'beach', 'by', 'motorcycle', '.', 'and', 'when', 'you', 'arrived', ',', 'you', 'have', 'to', 'hike', 'around', 'minute', 'to', 'reaching', 'the', 'top', 'of', 'this', 'beautiful', 'spot', '.', 'also', 'do', 'not', 'forget', 'to', 'bring', 'some', 'water', ',', 'because', 'it', 'is', 'quite', 'tired', 'and', 'please', 'keep', 'this', 'place', 'clean', 'i', 'warned', 'you', 'guys', '.']"
"It is said that this is the best point for viewing sunset. This place is very crowded and in the evening time you will find it difficult to get a parking for your car.people stay here for viewing sun set.The place is very beautiful.  You can see here the beautiful view of ocean , beaches,hills and surrounding  greenery. Don't forget to take camera while  going there.Transportation is easily available to and from here. If you are with kids and old peoples then be very careful.","it is said that this is the best point for viewing sunset. this place is very crowded and in the evening time you will find it difficult to get a parking for your car. people stay here for viewing sun set. the place is very beautiful. you can see here the beautiful view of ocean, beaches, hills and surrounding greenery. do not forget to take camera while going there. transportation is easily available to and from here. if you are with kids and old peoples then be very careful.","['it', 'is', 'said', 'that', 'this', 'is', 'the', 'best', 'point', 'for', 'viewing', 'sunset', '.', 'this', 'place', 'is', 'very', 'crowded', 'and', 'in', 'the', 'evening', 'time', 'you', 'will', 'find', 'it', 'difficult', 'to', 'get', 'a', 'parking', 'for', 'your', 'car. people', 'stay', 'here', 'for', 'viewing', 'sun', 'set. the', 'place', 'is', 'very', 'beautiful', '.', 'you', 'can', 'see', 'here', 'the', 'beautiful', 'view', 'of', 'ocean', ',', 'beaches', ',', 'hills', 'and', 'surrounding', 'greenery', '.', 'do', 'not', 'forget', 'to', 'take', 'camera', 'while', 'going', 'there. transportation', 'is', 'easily', 'available', 'to', 'and', 'from', 'here', '.', 'if', 'you', 'are', 'with', 'kids', 'and', 'old', 'peoples', 'then', 'be', 'very', 'careful', '.']"
"antastic views of the cape & windmill point.For 5baht there is a nice clean toilet just across the road (no toilet paper as standard in phuket).Plus a selection of tourists stalls.After take the winding road to windmill point, where you can get a drink at the top, and if the breeze is right you get to see some parasailing doing there thing.","antastic views of the cape & windmill point. for there is a nice clean toilet just across the road no toilet paper as standard in phuket. plus a selection of tourists stalls. after take the winding road to windmill point, where you can get a drink at the top, and if the breeze is right you get to see some parasailing doing there thing.","['antastic', 'views', 'of', 'the', 'cape', '&', 'windmill', 'point. for', 'there', 'is', 'a', 'nice', 'clean', 'toilet', 'just', 'across', 'the', 'road', 'no', 'toilet', 'paper', 'as', 'standard', 'in', 'phuket. plus', 'a', 'selection', 'of', 'tourists', 'stalls. after', 'take', 'the', 'winding', 'road', 'to', 'windmill', 'point', ',', 'where', 'you', 'can', 'get', 'a', 'drink', 'at', 'the', 'top', ',', 'and', 'if', 'the', 'breeze', 'is', 'right', 'you', 'get', 'to', 'see', 'some', 'parasailing', 'doing', 'there', 'thing', '.']"
Very good view. Nice photography spots. A good trek to the edge of the hill also can be done.,very good view. nice photography spots. a good trek to the edge of the hill also can be done.,"['very', 'good', 'view', '.', 'nice', 'photography', 'spots', '.', 'a', 'good', 'trek', 'to', 'the', 'edge', 'of', 'the', 'hill', 'also', 'can', 'be', 'done', '.']"
An amazing sunset a 15min walk on a beautiful path to reach the very end of the cape. A very good restaurant nearby,an amazing sunset a 15min walk on a beautiful path to reach the very end of the cape. a very good restaurant nearby,"['an', 'amazing', 'sunset', 'a', '15min', 'walk', 'on', 'a', 'beautiful', 'path', 'to', 'reach', 'the', 'very', 'end', 'of', 'the', 'cape', '.', 'a', 'very', 'good', 'restaurant', 'nearby']"
Promthep Cape is beautiful and calm. You can sit here for hours and see the sunset. You can see the sun setting down in Andaman sea. Very picturesque.This place is must visit when in phuket.,promthep cape is beautiful and calm. you can sit here for hours and see the sunset. you can see the sun setting down in andaman sea. very picturesque. this place is must visit when in phuket.,"['promthep', 'cape', 'is', 'beautiful', 'and', 'calm', '.', 'you', 'can', 'sit', 'here', 'for', 'hours', 'and', 'see', 'the', 'sunset', '.', 'you', 'can', 'see', 'the', 'sun', 'setting', 'down', 'in', 'andaman', 'sea', '.', 'very', 'picturesque. this', 'place', 'is', 'must', 'visit', 'when', 'in', 'phuket', '.']"
"One of the most beautiful viewpoints in Phuket. Located at the most southern tip of Phuket, it offers a stunning view of some beautiful small islands and an amazing sunset views.
Make sure to walk around the area since each side offers a different view.","of the most beautiful viewpoints in phuket. located at the most southern tip of phuket, it offers a stunning view of some beautiful small islands and an amazing sunset views. make sure to walk around the area since each side offers a different view.","['of', 'the', 'most', 'beautiful', 'viewpoints', 'in', 'phuket', '.', 'located', 'at', 'the', 'most', 'southern', 'tip', 'of', 'phuket', ',', 'it', 'offers', 'a', 'stunning', 'view', 'of', 'some', 'beautiful', 'small', 'islands', 'and', 'an', 'amazing', 'sunset', 'views', '.', 'make', 'sure', 'to', 'walk', 'around', 'the', 'area', 'since', 'each', 'side', 'offers', 'a', 'different', 'view', '.']"
"We had a driver for a few hours to take us around, well worth the money and he took us to this site. The views are fantastic and very quiet, there is a lovely shop to have cold drinks and good parking. They don't like people smoking there which is fine. I can't express the beautiful views, it's amazing, must go and have a look.","we had a driver for a few hours to take us around, well worth the money and he took us to this site. the views are fantastic and very quiet, there is a lovely shop to have cold drinks and good parking. they do not like people smoking there which is fine. i can not express the beautiful views, it is amazing, must go and have a look.","['we', 'had', 'a', 'driver', 'for', 'a', 'few', 'hours', 'to', 'take', 'us', 'around', ',', 'well', 'worth', 'the', 'money', 'and', 'he', 'took', 'us', 'to', 'this', 'site', '.', 'the', 'views', 'are', 'fantastic', 'and', 'very', 'quiet', ',', 'there', 'is', 'a', 'lovely', 'shop', 'to', 'have', 'cold', 'drinks', 'and', 'good', 'parking', '.', 'they', 'do', 'not', 'like', 'people', 'smoking', 'there', 'which', 'is', 'fine', '.', 'i', 'can', 'not', 'express', 'the', 'beautiful', 'views', ',', 'it', 'is', 'amazing', ',', 'must', 'go', 'and', 'have', 'a', 'look', '.']"
Beautiful views of the ocean. There's a lot of tourists around but a good pit stop to get a few pictures and enjoy the fresh air. There's restaurants across the street for food. If arriving in a taxi it might be better to have the wait or risk staying longer than expected.,beautiful views of the ocean. there is a lot of tourists around but a good pit stop to get a few pictures and enjoy the fresh air. there has restaurants across the street for food. if arriving in a taxi it might be better to have the wait or risk staying longer than expected.,"['beautiful', 'views', 'of', 'the', 'ocean', '.', 'there', 'is', 'a', 'lot', 'of', 'tourists', 'around', 'but', 'a', 'good', 'pit', 'stop', 'to', 'get', 'a', 'few', 'pictures', 'and', 'enjoy', 'the', 'fresh', 'air', '.', 'there', 'has', 'restaurants', 'across', 'the', 'street', 'for', 'food', '.', 'if', 'arriving', 'in', 'a', 'taxi', 'it', 'might', 'be', 'better', 'to', 'have', 'the', 'wait', 'or', 'risk', 'staying', 'longer', 'than', 'expected', '.']"
"Family-friendly area and photo ops at the top, then it's a nice 10-15 min careful walk/hike down to the point where you can enjoy the sound and force of the ocean. Sadly, there was a bit more litter along the way than I could pick up. Keep it tidy, folks!","family- friendly area and photo ops at the top, then it is a nice min careful walk hike down to the point where you can enjoy the sound and force of the ocean. sadly, there was a bit more litter along the way than i could pick up. keep it tidy, folks","['family', '-', 'friendly', 'area', 'and', 'photo', 'ops', 'at', 'the', 'top', ',', 'then', 'it', 'is', 'a', 'nice', 'min', 'careful', 'walk', 'hike', 'down', 'to', 'the', 'point', 'where', 'you', 'can', 'enjoy', 'the', 'sound', 'and', 'force', 'of', 'the', 'ocean', '.', 'sadly', ',', 'there', 'was', 'a', 'bit', 'more', 'litter', 'along', 'the', 'way', 'than', 'i', 'could', 'pick', 'up', '.', 'keep', 'it', 'tidy', ',', 'folks']"
"Great view from the place, but quite far away from the city. You can take personal bikes and reach over there and can enjoy the entire journey in between you will get couple of bars in village to enjoy the drinks and play snooker.","great view from the place, but quite far away from the city. you can take personal bikes and reach over there and can enjoy the entire journey in between you will get couple of bars in village to enjoy the drinks and play snooker.","['great', 'view', 'from', 'the', 'place', ',', 'but', 'quite', 'far', 'away', 'from', 'the', 'city', '.', 'you', 'can', 'take', 'personal', 'bikes', 'and', 'reach', 'over', 'there', 'and', 'can', 'enjoy', 'the', 'entire', 'journey', 'in', 'between', 'you', 'will', 'get', 'couple', 'of', 'bars', 'in', 'village', 'to', 'enjoy', 'the', 'drinks', 'and', 'play', 'snooker', '.']"
Overcrowded at sunsets understandably. Well worth the effort to track down to the rocky islets below. Freshest sea breeze on the whole island.,overcrowded at sunsets understandably. well worth the effort to track down to the rocky islets below. freshest sea breeze on the whole island.,"['overcrowded', 'at', 'sunsets', 'understandably', '.', 'well', 'worth', 'the', 'effort', 'to', 'track', 'down', 'to', 'the', 'rocky', 'islets', 'below', '.', 'freshest', 'sea', 'breeze', 'on', 'the', 'whole', 'island', '.']"
"It was okay for me, not very exotic or fantastic. Lots of Chienese group travellers were there. However, photos I took looked better than it is, so if you are Instagram boys and girls, you must go and line up for a spot.","it was okay for me, not very exotic or fantastic. lots of chienese group travellers were there. however, photos i took looked better than it is, so if you are instagram boys and girls, you must go and line up for a spot.","['it', 'was', 'okay', 'for', 'me', ',', 'not', 'very', 'exotic', 'or', 'fantastic', '.', 'lots', 'of', 'chienese', 'group', 'travellers', 'were', 'there', '.', 'however', ',', 'photos', 'i', 'took', 'looked', 'better', 'than', 'it', 'is', ',', 'so', 'if', 'you', 'are', 'instagram', 'boys', 'and', 'girls', ',', 'you', 'must', 'go', 'and', 'line', 'up', 'for', 'a', 'spot', '.']"
This is as far south as you can go on Phuket Island. The Andaman sea stretches out in front of you as you get a 270 degree viewing angle.The Big Buddha can be seen over the crest of a hill in between.Unfortunately the Maritime Museum appears to be closed for renovations. Outside however the scale models of the Royal Navy of Thailand along with a very imposing statue of Rama V are visible.The rotunda with all the various elephant statutes is a sight to behold.,this is as far south as you can go on phuket island. the andaman sea stretches out in front of you as you get a degree viewing angle. the big buddha can be seen over the crest of a hill in between. unfortunately the maritime museum appears to be closed for renovations. outside however the scale models of the royal navy of thailand along with a very imposing statue of rama v are visible. the rotunda with all the various elephant statutes is a sight to behold.,"['this', 'is', 'as', 'far', 'south', 'as', 'you', 'can', 'go', 'on', 'phuket', 'island', '.', 'the', 'andaman', 'sea', 'stretches', 'out', 'in', 'front', 'of', 'you', 'as', 'you', 'get', 'a', 'degree', 'viewing', 'angle. the', 'big', 'buddha', 'can', 'be', 'seen', 'over', 'the', 'crest', 'of', 'a', 'hill', 'in', 'between. unfortunately', 'the', 'maritime', 'museum', 'appears', 'to', 'be', 'closed', 'for', 'renovations', '.', 'outside', 'however', 'the', 'scale', 'models', 'of', 'the', 'royal', 'navy', 'of', 'thailand', 'along', 'with', 'a', 'very', 'imposing', 'statue', 'of', 'rama', 'v', 'are', 'visible. the', 'rotunda', 'with', 'all', 'the', 'various', 'elephant', 'statutes', 'is', 'a', 'sight', 'to', 'behold', '.']"
"Wide open space to walk around the view point. There are some stalls selling fruits and drinks. Toilet is available across the road, free for guests who booked agencies’ day tour.","wide open space to walk around the view point. there are some stalls selling fruits and drinks. toilet is available across the road, free for guests who booked agencies ' day tour.","['wide', 'open', 'space', 'to', 'walk', 'around', 'the', 'view', 'point', '.', 'there', 'are', 'some', 'stalls', 'selling', 'fruits', 'and', 'drinks', '.', 'toilet', 'is', 'available', 'across', 'the', 'road', ',', 'free', 'for', 'guests', 'who', 'booked', 'agencies', ""'"", 'day', 'tour', '.']"
It's a nice place with a long pathway from where one could click great pictures of the ocean. There is also a temple complex with lot of elephant statues. View is simply awesome,it is a nice place with a long pathway from where one could click great pictures of the ocean. there is also a temple complex with lot of elephant statues. view is simply awesome,"['it', 'is', 'a', 'nice', 'place', 'with', 'a', 'long', 'pathway', 'from', 'where', 'one', 'could', 'click', 'great', 'pictures', 'of', 'the', 'ocean', '.', 'there', 'is', 'also', 'a', 'temple', 'complex', 'with', 'lot', 'of', 'elephant', 'statues', '.', 'view', 'is', 'simply', 'awesome']"
"Great place to watch the sunset. We were like 15 minutes late and missed “the full show”, but anyway it was spectacular.","great place to watch the sunset. we were like minutes late and missed the full show, but anyway it was spectacular.","['great', 'place', 'to', 'watch', 'the', 'sunset', '.', 'we', 'were', 'like', 'minutes', 'late', 'and', 'missed', 'the', 'full', 'show', ',', 'but', 'anyway', 'it', 'was', 'spectacular', '.']"
Great place to see the sunset. A lot of people here so best to go early to get a good viewpoint.  Definitely a must for any trip to phuket,great place to see the sunset. a lot of people here so best to go early to get a good viewpoint. definitely a must for any trip to phuket,"['great', 'place', 'to', 'see', 'the', 'sunset', '.', 'a', 'lot', 'of', 'people', 'here', 'so', 'best', 'to', 'go', 'early', 'to', 'get', 'a', 'good', 'viewpoint', '.', 'definitely', 'a', 'must', 'for', 'any', 'trip', 'to', 'phuket']"
"One of the best places to see sunset at phuket. A must see. Beautiful landscape, even without sunset it is beautiful.","of the best places to see sunset at phuket. a must see. beautiful landscape, even without sunset it is beautiful.","['of', 'the', 'best', 'places', 'to', 'see', 'sunset', 'at', 'phuket', '.', 'a', 'must', 'see', '.', 'beautiful', 'landscape', ',', 'even', 'without', 'sunset', 'it', 'is', 'beautiful', '.']"
"Beautiful and one of the best palces for watching sunset. Amazing view, really wide view, and so peaceful.","beautiful and of the best palces for watching sunset. amazing view, really wide view, and so peaceful.","['beautiful', 'and', 'of', 'the', 'best', 'palces', 'for', 'watching', 'sunset', '.', 'amazing', 'view', ',', 'really', 'wide', 'view', ',', 'and', 'so', 'peaceful', '.']"
Amazing sea view! Just simply beautiful when sunset. But need to walk to the tip of the cape and the road is rugged and slippery. Need to take around 10-15 minutes to reach the tip.,amazing sea view just simply beautiful when sunset. but need to walk to the tip of the cape and the road is rugged and slippery. need to take around minutes to reach the tip.,"['amazing', 'sea', 'view', 'just', 'simply', 'beautiful', 'when', 'sunset', '.', 'but', 'need', 'to', 'walk', 'to', 'the', 'tip', 'of', 'the', 'cape', 'and', 'the', 'road', 'is', 'rugged', 'and', 'slippery', '.', 'need', 'to', 'take', 'around', 'minutes', 'to', 'reach', 'the', 'tip', '.']"
A very beautiful place. I suggest you to plan your visit during the sunset as the view will be awesome,a very beautiful place. i suggest you to plan your visit during the sunset as the view will be awesome,"['a', 'very', 'beautiful', 'place', '.', 'i', 'suggest', 'you', 'to', 'plan', 'your', 'visit', 'during', 'the', 'sunset', 'as', 'the', 'view', 'will', 'be', 'awesome']"
Nice place in Phuket with great views.View is awesome and a great place to click pictures.,nice place in phuket with great views. view is awesome and a great place to click pictures.,"['nice', 'place', 'in', 'phuket', 'with', 'great', 'views. view', 'is', 'awesome', 'and', 'a', 'great', 'place', 'to', 'click', 'pictures', '.']"
Something feels special about standing at the most southerly point of places. The same can be said for the most southerly point of Phuket. It's a 10-15 walk from the viewpoint down to the very point where there are two stone cairns. It's peaceful as no one bothers to walk down.,something feels special about standing at the most southerly point of places. the same can be said for the most southerly point of phuket. it has a walk from the viewpoint down to the very point where there are stone cairns. it is peaceful as no one bothers to walk down.,"['something', 'feels', 'special', 'about', 'standing', 'at', 'the', 'most', 'southerly', 'point', 'of', 'places', '.', 'the', 'same', 'can', 'be', 'said', 'for', 'the', 'most', 'southerly', 'point', 'of', 'phuket', '.', 'it', 'has', 'a', 'walk', 'from', 'the', 'viewpoint', 'down', 'to', 'the', 'very', 'point', 'where', 'there', 'are', 'stone', 'cairns', '.', 'it', 'is', 'peaceful', 'as', 'no', 'one', 'bothers', 'to', 'walk', 'down', '.']"
"A very beautiful way place to enjoy the late afternoon. Recommend taking a bike to this place if you are visiting from Phuket or central parts, the drive is beautiful. You could also follow the trail to reach the last point in the cape. It's amazing to sit there and watch the sun set at the distance. One could easily spend close to 90 minutes here.","a very beautiful way place to enjoy the late afternoon. recommend taking a bike to this place if you are visiting from phuket or central parts, the drive is beautiful. you could also follow the trail to reach the last point in the cape. it is amazing to sit there and watch the sun set at the distance. one could easily spend close to minutes here.","['a', 'very', 'beautiful', 'way', 'place', 'to', 'enjoy', 'the', 'late', 'afternoon', '.', 'recommend', 'taking', 'a', 'bike', 'to', 'this', 'place', 'if', 'you', 'are', 'visiting', 'from', 'phuket', 'or', 'central', 'parts', ',', 'the', 'drive', 'is', 'beautiful', '.', 'you', 'could', 'also', 'follow', 'the', 'trail', 'to', 'reach', 'the', 'last', 'point', 'in', 'the', 'cape', '.', 'it', 'is', 'amazing', 'to', 'sit', 'there', 'and', 'watch', 'the', 'sun', 'set', 'at', 'the', 'distance', '.', 'one', 'could', 'easily', 'spend', 'close', 'to', 'minutes', 'here', '.']"
"The atmosphere at dusk is really beautiful for watching the sun set down, especially in a cloudy day when the sun light shines across the cloud, it seems like an angel is descending from up above and the sun is moving down slowly into the horizon of the beautiful sea.","the atmosphere at dusk is really beautiful for watching the sun set down, especially in a cloudy day when the sun light shines across the cloud, it seems like an angel is descending from up above and the sun is moving down slowly into the horizon of the beautiful sea.","['the', 'atmosphere', 'at', 'dusk', 'is', 'really', 'beautiful', 'for', 'watching', 'the', 'sun', 'set', 'down', ',', 'especially', 'in', 'a', 'cloudy', 'day', 'when', 'the', 'sun', 'light', 'shines', 'across', 'the', 'cloud', ',', 'it', 'seems', 'like', 'an', 'angel', 'is', 'descending', 'from', 'up', 'above', 'and', 'the', 'sun', 'is', 'moving', 'down', 'slowly', 'into', 'the', 'horizon', 'of', 'the', 'beautiful', 'sea', '.']"
"Wow, it's definitely a spot that should not be missed in Phuket. The sunset view is superb. Try to walk to the cape as the view point is always crowded with people. We just sat at the cape to chill and wait for the sunset. But the road to the cape is a bit tough and it will be good if you wear sport shoes and not slipper.","wow, it is definitely a spot that should not be missed in phuket. the sunset view is superb. try to walk to the cape as the view point is always crowded with people. we just sat at the cape to chill and wait for the sunset. but the road to the cape is a bit tough and it will be good if you wear sport shoes and not slipper.","['wow', ',', 'it', 'is', 'definitely', 'a', 'spot', 'that', 'should', 'not', 'be', 'missed', 'in', 'phuket', '.', 'the', 'sunset', 'view', 'is', 'superb', '.', 'try', 'to', 'walk', 'to', 'the', 'cape', 'as', 'the', 'view', 'point', 'is', 'always', 'crowded', 'with', 'people', '.', 'we', 'just', 'sat', 'at', 'the', 'cape', 'to', 'chill', 'and', 'wait', 'for', 'the', 'sunset', '.', 'but', 'the', 'road', 'to', 'the', 'cape', 'is', 'a', 'bit', 'tough', 'and', 'it', 'will', 'be', 'good', 'if', 'you', 'wear', 'sport', 'shoes', 'and', 'not', 'slipper', '.']"
Great place to visit especially for the sunset but can get very busy at this time but still worth a visit,great place to visit especially for the sunset but can get very busy at this time but still worth a visit,"['great', 'place', 'to', 'visit', 'especially', 'for', 'the', 'sunset', 'but', 'can', 'get', 'very', 'busy', 'at', 'this', 'time', 'but', 'still', 'worth', 'a', 'visit']"
"A good trek down to watch the sunset. Lots of tourists stay at the top, but it is worth the hike down.","a good trek down to watch the sunset. lots of tourists stay at the top, but it is worth the hike down.","['a', 'good', 'trek', 'down', 'to', 'watch', 'the', 'sunset', '.', 'lots', 'of', 'tourists', 'stay', 'at', 'the', 'top', ',', 'but', 'it', 'is', 'worth', 'the', 'hike', 'down', '.']"
Super neat. I got there at nine in the mor ing to try and go fishing off the rocks. It is an easy hike and really beautiful. Be careful of the wind and eaves if you are not used to that type of thing. Really picturesque and stunning. I climbed all the way down and then scaled the walls to get to a private little beach on the east side. Super neat would recommend.,super neat. i got there at in the mor ing to try and go fishing off the rocks. it is an easy hike and really beautiful. be careful of the wind and eaves if you are not used to that type of thing. really picturesque and stunning. i climbed all the way down and then scaled the walls to get to a private little beach on the east side. super neat would recommend.,"['super', 'neat', '.', 'i', 'got', 'there', 'at', 'in', 'the', 'mor', 'ing', 'to', 'try', 'and', 'go', 'fishing', 'off', 'the', 'rocks', '.', 'it', 'is', 'an', 'easy', 'hike', 'and', 'really', 'beautiful', '.', 'be', 'careful', 'of', 'the', 'wind', 'and', 'eaves', 'if', 'you', 'are', 'not', 'used', 'to', 'that', 'type', 'of', 'thing', '.', 'really', 'picturesque', 'and', 'stunning', '.', 'i', 'climbed', 'all', 'the', 'way', 'down', 'and', 'then', 'scaled', 'the', 'walls', 'to', 'get', 'to', 'a', 'private', 'little', 'beach', 'on', 'the', 'east', 'side', '.', 'super', 'neat', 'would', 'recommend', '.']"
"Nice viewpoint, there also was a little trail into a place close to the ocean, not the easiest route to take, but I think all of the walking routes are not completely unfitt people friendly. Further they were partially under construction/renovation wich made some parts closed. Lots of tourists aswell so also lots off little shop.","nice viewpoint, there also was a little trail into a place close to the ocean, not the easiest route to take, but i think all of the walking routes are not completely unfitt people friendly. further they were partially under construction renovation wich made some parts closed. lots of tourists aswell so also lots off little shop.","['nice', 'viewpoint', ',', 'there', 'also', 'was', 'a', 'little', 'trail', 'into', 'a', 'place', 'close', 'to', 'the', 'ocean', ',', 'not', 'the', 'easiest', 'route', 'to', 'take', ',', 'but', 'i', 'think', 'all', 'of', 'the', 'walking', 'routes', 'are', 'not', 'completely', 'unfitt', 'people', 'friendly', '.', 'further', 'they', 'were', 'partially', 'under', 'construction', 'renovation', 'wich', 'made', 'some', 'parts', 'closed', '.', 'lots', 'of', 'tourists', 'aswell', 'so', 'also', 'lots', 'off', 'little', 'shop', '.']"
